Ep,Train loss,Dev Loss,Dev AUC,Dev APS,Dev error,Best AUC,Counter
0,0.625588354999072,0.49270811131338027,0.7377960514760762,0.33854529341014117,0.21963215974776673,0.7377960514760762,0
1,0.6049089360318772,0.4538807667285785,0.7467185824869285,0.3371173569247632,0.17797162375197062,0.7467185824869285,0
2,0.5900846313532084,0.46541425654640833,0.749912048753715,0.35791110535182064,0.20830267997898055,0.749912048753715,0
3,0.5766826735375679,0.43590611482330954,0.7492564304097197,0.3210659898477157,0.17992643194955338,0.749912048753715,1
4,0.5645348411308576,0.43697149036032545,0.7419643863087287,0.3338125735198013,0.21427220178665263,0.749912048753715,2
5,0.5559301131392178,0.44055521076391047,0.7411097663273929,0.32991022411677323,0.21807672096689434,0.749912048753715,3
6,0.5594630345498046,0.4067472854419972,0.7507954623286742,0.3152804642166344,0.1785811875985286,0.7507954623286742,0
7,0.5512641878568962,0.41536050294817156,0.7500272922355975,0.2935414753596572,0.1940514976353127,0.7507954623286742,1
8,0.5477595759989464,0.43947926196241505,0.7528648260784363,0.3468953510864659,0.21290593799264323,0.7528648260784363,0
9,0.5353127897602238,0.42058910156845064,0.7508288049161781,0.3229474641801228,0.18772464529689958,0.7528648260784363,1
10,0.5274271940531796,0.42349371225926985,0.7480563546846071,0.3395053003533569,0.19644771413557538,0.7528648260784363,2
11,0.5303203373739164,0.43308683633917056,0.7549944808420392,0.37051718798389593,0.21362059905412512,0.7549944808420392,0
12,0.5256679968474662,0.4348282624673657,0.7568933929445377,0.369921776431996,0.2099421965317919,0.7568933929445377,0
13,0.5151133369909574,0.4185437182297713,0.7646031445644962,0.3709914869103245,0.2065580662112454,0.7646031445644962,0
14,0.512700979227889,0.39582653417018393,0.7678739592764117,0.32723035952063917,0.16992117708880716,0.7678739592764117,0
15,0.5045234640575436,0.407276166095032,0.7685684885357786,0.3548693934294285,0.1853284287966369,0.7685684885357786,0
16,0.506451594298833,0.40100443343993303,0.7718798571912392,0.359282325029656,0.1816500262743037,0.7718798571912392,0
17,0.4977278664504012,0.40743101506917373,0.7664607148992152,0.36398117580951045,0.19033105622700996,0.7718798571912392,1
18,0.5008685141801834,0.39837418003483765,0.7708757665659378,0.3854204258390473,0.17898055701523907,0.7718798571912392,2
19,0.49009519937920243,0.427546419107456,0.7664250762187121,0.39136255165589895,0.2198003152916448,0.7718798571912392,3
20,0.4895221088847069,0.4188755176640125,0.7621270527321927,0.36761917217027396,0.20327903310562268,0.7718798571912392,4
21,0.4845557061776723,0.4005445609789557,0.7657842986865029,0.3701591113779646,0.17639516552811352,0.7718798571912392,5
22,0.47994787950221807,0.3839576100553533,0.7730069917949558,0.3507835945315105,0.16369942196531795,0.7730069917949558,0
23,0.4723917251988633,0.4130620977383485,0.7446244558320061,0.3393093313739897,0.18900683131897,0.7730069917949558,1
24,0.47189664207909204,0.40938541891238706,0.7617035678355055,0.3648860156515822,0.19617446137677352,0.7730069917949558,2
25,0.46210561937665284,0.40190205903393145,0.7474462832930115,0.3053498627173642,0.17549132947976875,0.7730069917949558,3
26,0.4565035592611522,0.40071175927266534,0.7651003186700653,0.3697298842361012,0.18539148712559117,0.7730069917949558,4
27,0.46353281075007297,0.4132857550276605,0.7581440120862741,0.3627665935818218,0.20159747766684177,0.7730069917949558,5
28,0.45503245253268987,0.3978893333574238,0.7658877749077249,0.36807387862796836,0.1812296374146085,0.7730069917949558,6
29,0.4445228548082587,0.39753464506293956,0.7642058168145422,0.35731414868105515,0.1802627430373095,0.7730069917949558,7
30,0.4442532399337586,0.3913244705611374,0.7719442981037894,0.3949137679041216,0.17404098791382028,0.7730069917949558,8
31,0.44047482311725616,0.411683397686584,0.7653990128990806,0.3792712142226705,0.20695743562795588,0.7730069917949558,9
32,0.43424010368650906,0.38772069039231916,0.7577221062934255,0.32579943077180645,0.16929059379926437,0.7730069917949558,10
