Ep,Train loss,Dev Loss,Dev AUC,Dev APS,Dev error,Best AUC,Counter
0,0.6935096424201439,0.51293680755048,0.7490233384582756,0.36067036258204294,0.20822696801776563,0.7490233384582756,0
1,0.6597697782105413,0.4872119452044922,0.756830763552367,0.395628137510326,0.19739327148579378,0.756830763552367,0
2,0.6468100426525906,0.47568213787290997,0.7649480773739864,0.41801760074108385,0.2086212979681631,0.7649480773739864,0
3,0.6338745513866688,0.46804137034205645,0.7711997254939281,0.4288231148696265,0.2018554261876595,0.7711997254939281,0
4,0.6347016227656397,0.45809554075141984,0.7791365384044631,0.4293441094187131,0.19050287445779635,0.7791365384044631,0
5,0.6153353382801188,0.43969724046568553,0.7786678682204636,0.4283293798712301,0.1750617437685491,0.7791365384044631,1
6,0.6049326662359567,0.4573009664107455,0.7808197944958182,0.4387807818150508,0.2029138907913579,0.7808197944958182,0
7,0.6032048788563958,0.4368195796693375,0.7873120700146199,0.4100389796895302,0.17904655168835482,0.7873120700146199,0
8,0.6028723496815254,0.45733077279607437,0.7920963370758523,0.4552564987347596,0.19658385737708317,0.7920963370758523,0
9,0.5903958649470888,0.44552752132320983,0.794473278148303,0.4464962121212121,0.1940933524272046,0.794473278148303,0
10,0.587220830136332,0.43582018685822743,0.8000664529313029,0.4562905317769131,0.1740032791648507,0.8000664529313029,0
11,0.596790283301781,0.4239551780663757,0.7956739664931936,0.398,0.1624224311479152,0.8000664529313029,1
12,0.5824605995211108,0.43521885944166744,0.7974849905504781,0.4553321297391521,0.18157856505406467,0.8000664529313029,2
13,0.5804509107408853,0.45675396870643614,0.8044800204026983,0.4859710653222271,0.194674470248843,0.8044800204026983,0
14,0.5781084782090681,0.4419602415707472,0.8083784015572465,0.4799762329174094,0.18164082767781164,0.8083784015572465,0
15,0.5670139464838752,0.43943799183126364,0.8074421771956808,0.4898005698005698,0.185833177676774,0.8083784015572465,1
16,0.5659753887817778,0.4210969603887622,0.8122623107342533,0.47054973821989526,0.16790154203764818,0.8122623107342533,0
17,0.5609107730717494,0.4270543501889247,0.8092094603655271,0.4746128458999746,0.1718033331257912,0.8122623107342533,1
18,0.5514963593976251,0.43233437621056947,0.8035018538934751,0.48220680393912263,0.19205944005147046,0.8122623107342533,2
19,0.5527327788287195,0.41897334727170477,0.8075266277001423,0.4631086264057726,0.17140900317539376,0.8122623107342533,3
20,0.5497902777688256,0.41414128465251443,0.8034738093082827,0.47173611985395947,0.17416931282817594,0.8122623107342533,4
21,0.553784657141258,0.4311761207047449,0.8123684954640018,0.4951230840687413,0.18047859203453498,0.8123684954640018,0
22,0.5584474018935499,0.4235359145384678,0.8117964322075228,0.48209850366511176,0.17742772347093372,0.8123684954640018,1
23,0.5510463303533094,0.4022603806257891,0.8097939063698568,0.4527363184079602,0.1689392524334309,0.8123684954640018,2
24,0.5393352239296354,0.4047002631856764,0.8009869498080899,0.42849835586408475,0.16231866010833695,0.8123684954640018,3
25,0.5395256467934313,0.4219533501892965,0.8082811383142201,0.4629083484573503,0.1965423489612519,0.8123684954640018,4
26,0.5350837047757774,0.40257981607899473,0.8145125932824645,0.4670300452007445,0.16640723906772104,0.8145125932824645,0
27,0.5256055885347827,0.43144503575477594,0.8148644471342534,0.4829946080464538,0.2069609613349106,0.8148644471342534,0
28,0.5336563248058845,0.4054395600894879,0.8197504627996619,0.4949118888061554,0.1689392524334309,0.8197504627996619,0
