Ep,Train loss,Dev Loss,Dev AUC,Dev APS,Dev error,Best AUC,Counter
0,0.6403355716037101,0.5821381398238176,0.7481947084411499,0.42286751361161523,0.35438562782207705,0.7481947084411499,0
1,0.6037529895500261,0.464955163716782,0.7435670120805404,0.3365288844621514,0.20478432126044765,0.7481947084411499,1
2,0.5818655717940557,0.5277236587743859,0.7236652028675841,0.40018246661690304,0.27791334422134695,0.7481947084411499,2
3,0.5786596713017444,0.5822542716302104,0.7477942374110773,0.43302536419945326,0.3148237102507445,0.7481947084411499,3
4,0.5737679158749224,0.45142753070859937,0.7654825281909408,0.434963474025974,0.21400710923239508,0.7654825281909408,0
5,0.5764555783093381,0.5122096917243852,0.7286360411470056,0.39563978694413476,0.28123739071956966,0.7654825281909408,1
6,0.5591649133331922,0.4904531325770315,0.7691081388112522,0.45381640545491553,0.25779613795753675,0.7691081388112522,0
7,0.5493420472964138,0.4604661815465235,0.7476326993630175,0.39139524647887325,0.2125468344701701,0.7691081388112522,1
8,0.5494352183779891,0.4313432496619951,0.7282964672460623,0.18511326860841423,0.19352483427802858,0.7691081388112522,2
9,0.548086896437366,0.47213354351484554,0.7117154382472514,0.3248875476854751,0.22782207704870783,0.7691081388112522,3
10,0.5287469339614012,0.42028884608700073,0.7722857876400332,0.40107474352711286,0.18845230089345755,0.7722857876400332,0
11,0.5190093458509769,0.49250862158765796,0.7305772215853222,0.38867607212930955,0.25143625708521466,0.7722857876400332,1
12,0.533845416948098,0.557866163787,0.7282606691896986,0.40502460116296407,0.3066961283504659,0.7722857876400332,2
13,0.528420720376125,0.431312197868613,0.7582493967375374,0.35088365243004416,0.2032471899317898,0.7722857876400332,3
14,0.5149862024248862,0.41934130704776196,0.7580239905358777,0.3443799111718483,0.1843596887309059,0.7722857876400332,4
15,0.5232505812531426,0.510593678441733,0.7652504688717705,0.4467256106698636,0.2837544432702469,0.7722857876400332,5
16,0.49363841207659975,0.46114869782742074,0.7532913995199371,0.41229578675838346,0.21012585262753392,0.7722857876400332,6
17,0.46751519135471914,0.4834493558636798,0.7654617132746215,0.4565109456104717,0.231357479104621,0.7722857876400332,7
18,0.45431121768189126,0.48101770031560837,0.7406258816426391,0.402266014622573,0.23719857815352097,0.7722857876400332,8
19,0.4469792361364884,0.5489565823623419,0.7587177589722632,0.4443853719667338,0.28112210586992026,0.7722857876400332,9
20,0.43189042330193683,0.5229263281050793,0.7547240898806491,0.4376133179495632,0.26223460466903636,0.7722857876400332,10
