Ep,Train loss,Dev Loss,Dev AUC,Dev APS,Dev error,Best AUC,Counter
46,0.35830361520250636,0.4213761176275189,0.7939416741757845,0.45138517488501445,0.20851288722660377,0.7939416741757845,0
47,0.34859715481147624,0.432760332377026,0.7926035295965793,0.4629181054476112,0.21182616472883975,0.7939416741757845,1
48,0.3523463417183269,0.42514598300570494,0.7873360849428523,0.43027135231316727,0.2082689649565005,0.7939416741757845,2
49,0.35599281006690225,0.42945439740346636,0.7826527397752662,0.4366793504475052,0.2136555817546142,0.7939416741757845,3
50,0.34835557933106565,0.42753811224174276,0.7894995315404277,0.433340727595386,0.20769981299292628,0.7939416741757845,4
51,0.35831760637687915,0.4282881941476577,0.7940184068148608,0.4610543691323636,0.2123749898365721,0.7940184068148608,0
52,0.34647937085140834,0.42381828887380063,0.7991723273776628,0.46045766826798906,0.2123140092690463,0.7991723273776628,0
53,0.35963135867407825,0.4246079664806941,0.7903293142779082,0.4414751469802245,0.21241564354825593,0.7991723273776628,1
54,0.3465495624325492,0.4228838657034971,0.7976052471104395,0.4446838306581924,0.20956988373038454,0.7991723273776628,2
55,0.34183718501166865,0.430729210523605,0.7947208276412807,0.4404863481228669,0.21326937149361735,0.7991723273776628,3
56,0.34394394707950676,0.44816079995851943,0.790212019066412,0.4650962778919203,0.22755915115050007,0.7991723273776628,4
57,0.36075196178122,0.42698245844907035,0.7912287155075048,0.44165459520360534,0.21154158874705264,0.7991723273776628,5
58,0.3391552489589561,0.4369251460000509,0.794053283518184,0.4581978285885826,0.22011952191235062,0.7991723273776628,6
59,0.34175545688379894,0.4336394269844317,0.7916455598937957,0.4466545170528508,0.216013497032279,0.7991723273776628,7
60,0.33567874506115913,0.43227640039281295,0.789733988346145,0.4407319013524264,0.2143466948532401,0.7991723273776628,8
61,0.3388846434201255,0.44599995232021106,0.786916086929417,0.4586210249927064,0.2263192129441418,0.7991723273776628,9
62,0.33204009372628096,0.4376610459472437,0.7878686769153072,0.4421825813221406,0.21611513131148874,0.7991723273776628,10
63,0.3342939955041264,0.4287453696422165,0.7845130463959342,0.4165334551267413,0.2077404667046101,0.7991723273776628,11
64,0.33737775897889427,0.43804108353011306,0.7862354366380603,0.4421860416882713,0.21867631514757302,0.7991723273776628,12
65,0.3284053042756789,0.434988269110277,0.7884780378499809,0.44074468085106383,0.21371656232213998,0.7991723273776628,13
66,0.33702812016461836,0.44186093623102884,0.7842373615259315,0.44632594417077176,0.219326774534515,0.7991723273776628,14
67,0.32838992232626135,0.4419279575424091,0.7892043113058967,0.457108214610488,0.21843239287746974,0.7991723273776628,15
